ID,text,label
26871,* Coordonner les acteurs en interne et externe au processus logistique,Experience
4222,Membre du club de Robotique « POLYBOT Grenoble » participant 4 la coupe de,Education
1219,2017 BACCALAUREAT SCIENTIFIQUE,Education
16408,SQL e@o@e°@,Skills
7306,Support Production (Canada),Experience
25461,02/2008 - 03/2008 : Vendeuse stagiaire,Experience
22141,o Réconciliation de compte,Experience
1859,Mise en place d’un protocole de méthodes UX afin de déter-,Experience
37614,France,Experience
16606,"Missions réalisées: Prospection Commerciale, Recrutement et Adminstratif",Education
16918,2019/2020 mathématiques,Education
3989,(erasmus) Dortmund - Germany,Education
5941,Conception & Développement,Skills
12830,= Annonce de vente de meuble,Experience
37041,"Toulon, France",Experience
29958,1999 - 2002,Experience
8568,Suite Office,Skills
37585,BTS Comptabilité Gestion / Avignon,Education
6148,"Média dédié au mécénat social, environnemental et culture! ; partenaire de divers événements dont",Experience
24236,"contractuel. Accueil des prospects, formalisation d’offres de services, facturation.",Experience
26662,"Gestion de dossier paramédicaux, accueil, comptabilité",Experience
26365,persévérant et organisé.,Skills
8707,"57000, METZ",Experience
14149,BPCE Payment Services | Septembre 2020 - Aotit 2021,Experience
10854,presentations.,Experience
5511,« Conception visuelle et réalisation artistique du menu,Experience
24084,HITTE v_ Gestion des courriers/ mails,Experience
8165,Organisation des évenements du centre commercial,Experience
1366,Others: PSC1 (prevention and rescue,Skills
2498,"2022 University of Kuala Lumpur, Malaisie",Education
18010,Accueillir une clientéle,Skills
5416,"BRISBANE, AUSTRALIE",Experience
29130,1.Attaché logistique parcours pépiniére sur le site d’EPINAL 11/12/13 au 31/12/14,Experience
3294,"""Savoir-faire : Evolutive, facilité d’adaptation",Skills
17367,Bénévole de déc. 2021 a ce jour,Experience
24171,e Représenter l'entreprise dans des événementiels liés au recrutement,Experience
35495,- Comptabilisation des heures de travail et traitement des salaires,Skills
23058,> |was appointed to take charge of the IT requirements of the UK’s biggest online betting platform,Experience
7495,BTS DE DESIGN GRAPHIQUE,Experience
7022,2020/2022 : lere année générale-2eme,Education
30692,Repérer et signaler les,Skills
4029,Bs,Skills
7103,fidélisation,Experience
3588,specialization in High School at,Education
3496,"« Mise a jour du site web de l'entreprise : ""Teampify.com""",Experience
4845,e¢ Préparation des RDV avec des clients et clients potentiels,Experience
12608,MICRONUTRITIONNISTE,Experience
10500,e Animation réseaux sociaux e Création de fiches produits,Experience
2449,Opératrice dans une chaine de montage,Experience
9188,e Serveuse et Plongeuse en,Experience
18283,Assidu,Skills
17112,Anglais @,Skills
25061,a janvier 1986,Experience
31346,- BP Coiffure 2010,Education
31140,Lycée Professionnel Jean Lurcat - 69008 Lyon,Education
28332,"©} Service Qualité 2011 2019- Contréleur calibre, Gestion parc",Experience
26538,Anglais niveau Bl,Skills
26634,Centre E-leclerc - Montbéliard,Experience
32212,- Entrepreneuriat,Education
21124,|.U.T. de Béthune,Education
3427,>» Rédaction & suivis des DCE,Experience
11873,la Relation Client),Education
9296,-Stage en brasserie Bocuse,Experience
20770,"¢ Communication, réseaux sociaux;",Skills
19985,Gestion qualitatives des centres de profit.,Experience
5514,"2022 | Tabac Presse, Montpellier",Experience
34528,1. Ménage dans les mobil home,Experience
1406,sortie d'école/ Animatrice de cantine - Mairie de Noisy le Grand - Noisy,Experience
24733,juin 2019 - septembre 2019,Experience
22307,Durant ma formation j'ai réalisé des projets professionnels.,Experience
3637,Avoir le sens du relationnel,Skills
17679,Management des Unités Commerciales,Education
5853,Géopolitiaque et Sciences Politiques. mathématiques complémentaires,Education
5504,"2021 | Restaurant Berlinpinpin, Montpellier",Experience
15361,Appliquer la laque Avancé,Skills
19391,> Excel,Skills
4759,~ Arahe (C1),Skills
9753,-  Etablir un budget prévisionnel,Experience
14978,- Dressages des tables,Experience
19109,Maitrise LEA en anglais (Niveau C2 du CECR),Education
27575,Allemand,Skills
30579,DIPLOME DE SECOURISME (SST) | 2010,Education
32971,équipements pétroliers des stations services) - Stagiaire,Experience
12484,Frangais (Native or Bilingual),Skills
19269,"Formateur (enseignant), accompagnateur d’ insertion en milieu scolaire",Experience
5395,"BILLETERIE, PREPARATION DES SPECTACLES",Experience
5317,Chargé de communication,Experience
7080,WiX fe @ Pte,Skills
13557,BTS Support a l’Action Managériale * 2019-2020,Education
17026,e Anglais : Niveau C1 courant,Skills
2536,¢ Définir et concevoir le cahier des charges du projet Hl be,Experience
31212,"Dessinateur BE, Technicien méthode _ Développements, industrialisations, gammes de produits désenfumage et aération",Experience
32075,"Lycée Gabriel Guist’hau, Nantes : Seconde générale",Skills
4716,ee,Skills
6872,Ca,Education
22866,Accueil client,Skills
5472,"¢ Obtention premiére année, parcours Techniques",Education
18203,Université Mohamed 5 rabat maroc,Education
31067,Projeteur béton armé,Experience
5576,"pompier dans les Alpes-Maritimes, Piscine dans les Hautes-",Experience
11444,¢ Word,Skills
23584,* Communication,Skills
5341,Compétence en communication,Skills
31106,* Expérience de posage et fabrication de pavée,Experience
32686,"* Création de piéces et notice de montage, vues en coupe et éclatés, mises en plans",Experience
20236,process de détection des potentiels formateurs.,Experience
33490,Lycée Secondaire Eljem,Education
21837,"Prise de commande, ouverture compte fidélité ( carte Kangourou) réclamations, gestion",Experience
16592,"10/12 - 07/13 : Lion Automatismes (Ingenierie en Automatisme), CDI, Grenoble",Education
14176,-Sens de I’écoute -Anticipation -Analyses et synthése -Résolution de problémes,Skills
12668,m Avec mention,Education
15404,département de la gironde.,Experience
25447,Anglais e@e@e@®@,Skills
31506,e Distributing production information to various departments,Experience
33656,Détecter un besoin : Recherche du meilleur compromis besoin client / technicités produits.,Skills
15296,"2004- 2008 : Licence de Francais a l’université Abou Bekr Belkaid, Tlemcen (option",Education
33699,hotel restaurant les Mouliéres,Experience
31579,. Gestion du projet,Experience
5523,Pe eer Loh Lela),Skills
17339,- Organisation de séminaires et déplacement national avec la TEAM pour vente de matériel,Experience
31424,Informatique,Skills
28032,2019 Adhérent,Experience
26060,"Croix-rouge, Meaux",Experience
22737,2013/2014 - CQPT chez Orange (Certificat de Qualification Professionnel dans les Télécommunications),Education
4209,+ Prise de commande et encaissement,Experience
27996,es,Skills
1122,"Store, Kilstett France",Experience
34146,Cabinet ANGIOLOGIE Docteur MOUGIN Montbéliard,Experience
19341,Magasin Phildar a Haguenau,Experience
32156,"= Evolution SIRH (transfert SIRH, implémentation Portail salariés, GTA, reduction saisies manuelles paye ...)",Experience
9632,"Assistance dans la gestion d'un portefeuille client (mailing et démarchage téléphonique,",Experience
19117,> Plans de surveillance,Education
37087,¢ — S’occuper du suivi de la réalisation des prestations techniques auprés du,Experience
12335,¥ Création des bons de livraison,Experience
20794,"Gestion des plannings et suivi du personnel, Responsable Parfumerie",Experience
11208,Niveau pré-intermédiaire,Skills
25617,Réalisations :,Experience
27858,"Photocopies et saisie de données, Classement de",Experience
31649,> Accompagnement Commerciaux Installateurs Nationaux et,Experience
12709,Marché d’Alger * Auto-entrepreneur ° Fruits & Légumes du Soleil (Alger -,Experience
32060,Bon niveau en Anglais et en Espagnol,Skills
8592,* Participation a la gestion des relations investisseurs,Experience
33325,- Janvier 2020- Mars 2021 : Agent de sécurité,Experience
4921,e Gestion et approvisionnement des stocks,Experience
36470,e Et je travaillais 1 semaine de 5h a 13h et l'autre de 13h a 20h,Experience
1923,"ENSC, Talence — Ingénierie cognitique",Education
3318,- Formé a la vente/marketing/communication,Skills
6527,Maitre de stage : Martine Bertrand / martine.bertrand@cnam.fr,Experience
9444,"Wordpress, compétences modérées sur la suite Adobe (Photoshop, Lightroom, Illustrator, AfterEffects).",Skills
17135,* Rapprochement des piéces de caisse,Experience
31876,MUTANT/ LEADER PRICE Troyes - de 2001 a 2013,Experience
36853,"2017-2018 : Premiére ES, option Européen : Anglais Histoire, option latin",Education
19734,ainsi que les relances et les dossiers contentieux,Experience
35256,Sept. 2016 investissements et rénovations de biens immobiliers,Experience
10689,"Michel Roinné Architecte, Le Mans",Experience
4614,¢ Prospection totale en anglais (mailing et phoning) afin de,Experience
31066,HN ingénierie,Experience
34116,"- Movex, Logidrive, BSOL : ERP et Workflow",Skills
20401,"payant , gestion stock, Suisse, 3 mois Opticien polyvalent, Atelier et Vente",Experience
20741,e Proposer de nouveau systémes de stockage ou de manutention,Experience
7403,AIX-MARSEILLE Métropole,Experience
6355,> — Stage Commerciale CM- MP Nov-Jan2022,Experience
15962,"accompagnement du changement auprés de 600 collaborateurs, formation des nouveaux",Experience
29249,"» Lecture de Plan, Orientation aisée",Skills
18387,Juillet a Aodt 2017,Experience
12051,- Dispose du permis de conduire,Skills
6410,"Twitter, Tiktok)",Skills
21589,* S’assure de la qualité des réponses données aux prospects dans le cadre des,Experience
14843,* Inventaire,Skills
32858,suivi de performances,Experience
32538,juillet 2021 - octobre 2021,Experience
24863,Evaluation des performances et vérification d’un systeme d’imagerie,Experience
29200,Responsabilité totale du service Livraison Direct Domicile toute France / Belgique.,Experience
18379,> CPAM de Strasbourg,Experience
4325,lel lg,Skills
27552,¢ Anglais - Courant,Skills
8135,Utilisation des logiciels informatiques / Antivole du,Experience
26820,"2002-2007, mention trés bien Université",Education
32823,> Gestion du planning des commerciaux,Experience
28345,": piéces défectueuses sont écartées, suit l'arrivage des piéces et",Experience
33964,Y Création du solde de |’opération (initial et final),Experience
4121,e redynamiser la bibliotheque,Experience
9285,-Intérimaire Adéquat Event Lyon,Experience
24872,LICENCE Professionnelle | METROLOGIE INDUSTRIELLE | 2014 - 2015,Education
6455,Entreprenariat et management des activité:,Education
35714,2017 : Stage (PFMP) de 4 semaines a l’entreprise Technilab de GUNSTETT.,Experience
12538,CACES 1235 AFTRAL ETUPES / De janvier 2021 a mai 2021,Education
7075,Licence 3 chimie- mention AB,Education
2033,MANAGEMENT ET DE LA GESTION) MENTION BIEN,Education
6434,2020,Education
28334,: Missions d'étalonnage et de vérification des instruments de,Experience
32509,"Electro Dépét, Prouvy/Valenciennes De mai 2018 a juin 2018",Experience
29696,Lycée Bernard Palissy - Agen.,Education
19571,° Optimisation et gestion de portefeuille,Skills
15400,03/2021 Société de taxi gironde,Experience
685,@ Wordpress,Skills
12395,DUT Services et Réseaux de Communication en Multimédia,Education
4375,BTS Communication,Education
20429,Vente de fruits et legumes responsable d équipe et gestion,Experience
21882,"- Conception et animation de séminaires juridiques et fiscaux (loi NRE,...)",Experience
12583,"e Developed research's statements and ran surveys and interviews as Research Assistant in ""The Accountant's Role",Experience
20210,"Conduite de projets : faire l'état des lieux, définir le projet, établir le plan d’actions, le",Skills
14930,2019,Experience
4169,~ Sphinx *x*,Skills
19984,Belleville et Porte de Clichy),Experience
729,"© Qualification, orientation et suivi des",Experience
5225,* Détermination et analyse de la,Skills
20024,"l’accueil et du service client (restauration, la presse, la “Identification et mesures des organes (3 mois)",Skills
23747,Pointeur-chargeur,Experience
3106,Ot elite,Skills
29572,et son fonctionnement,Experience
20451,@eee0,Skills
8248,TEE Espagnol (Niveau 81),Skills
35156,a des collégiens et lycéens,Skills
7136,¢ PHP8,Education
26036,Licence en Maintenance Industrielle,Education
34557,"d’adaptation, contrdle et suivi des contrats, suivi de la facturation",Skills
17365,Francais: langue maternelle,Skills
6248,Espagnol B2,Skills
18587,Master 2 SCIENCES DU LANGAGE SPECIALITE SEMIOTIQUE DE L’ IMAGE °,Education
14307,comptabilité,Skills
13632,e Management général d’un centre de profit et de son équipe.,Skills
7850,« Section Européenne,Education
2375,» Imputation de factures,Experience
12528,McDonald's,Experience
24523,lors de l’exploitation d'une machine de pré-,Experience
3517,DEC 2019 - JAN 2022,Experience
23315,Assistante de direction,Experience
32583,Ingéniorat en Géologie,Education
14945,Septembre 2019/Mai 2021,Education
5763,e Used Lean Management tools in a continuous improvement process,Experience
24577,Dresser les tables et les plats et le service,Skills
6594,2017,Education
36121,Février 2022 Inventoriste de RGIS.,Experience
11379,e¢ Communication,Skills
460,Juin 2018 4 POITIERS,Experience
1968,CDI de 6h/semaine,Experience
17899,MONTPELLIER (34),Education
10823,"Leadership, Google Certification, Budgeting",Education
2361,CemeOle\-lamek--toaia,Skills
3480,» FERRERO France (76),Experience
6758,- Journalistic writing - Interview,Skills
32508,Equipiere magasin,Experience
13656,"Directeur centre de profit, directeur commercial grands comptes.",Experience
10660,Premiére et Terminale série Scientifique de 2018 a 2020,Education
9588,e Perfectioniste,Skills
1336,Faculté Paris Descartes,Education
23910,-Superviser le déchargement et la réception des marchandises,Experience
16245,2012 - 2013 - Alger,Experience
14528,"e Audit, IFRS, Management Accounting",Education
15875,fournisseurs),Experience
21733,e Management de 4 a 15 personnes >,Experience
18410,J'ai été vacataire pendant quatre années pour produire des cartes GSM.,Experience
3289,© Dessins Techniques et assistés a |’Ordinateu,Skills
18817,"ressources humaines, droit du travail,",Skills
2201,e Encharge de la création des supports,Experience
17906,"AGENT DE SERVICE, CCGPF",Experience
10650,Anglais eee,Skills
29800,BACCALAUREAT STT COMMERCE,Education
24223,= Géerer les compétences et former les collaborateurs (Ingénierie pédagogique),Skills
13059,= Esprit critique et dynamique.,Skills
20322,e Alimentation a découpage,Education
4982,e Accueil des clients avec,Experience
22683,Hotel restaurant « Les Bruyéres » St Médard en Jalles (33),Experience
30803,Office ee2ee@,Skills
29043,v_ Frangais : Bilingue,Skills
17386,Lutte contre k's inéga lité séducativeset la creation de liens solidairesentre,Experience
17744,Micro Entrepreneur ( Tatoueur et Illustrateur ),Experience
1655,"Oujda, Maroc",Experience
24303,- BEP Auxiliaire prothésiste dentaire -,Education
37491,Bébé en vadrouille. Paris,Experience
37362,Contrat SIVP hypermarché Mammouth a Exincourt (Doubs) :,Experience
20073,Vérification de la mise en place des procédures qualités,Experience
13852,2014 BAC Sciences et Technologies de |’Industrie et du Développement Durable,Education
18893,= Rigueur,Skills
24720,Juin 2017/Juillet 2017 : Agent de service chez ELIOR SERVICE PROPRETE ET SANTE,Experience
177,- Travail d'équipe,Experience
15353,06/2011 - 06/2018 peintre industriel - nouvelle galvadoc,Experience
12945,“* décharge et charge camionnette,Experience
18772,O PROTEIN SCIENCE FACILITY — LYON (FRANCE),Experience
18476,Décembre 2014 Stage en entreprise- Vendeuse - Princesse Boutique (Givors 69),Experience
20899,De septembre 2013 Professeur de langue roumaine,Experience
2059,"-Laboratoire des Procédés Industriels, de Synthése de l’Environnement et des",Experience
267,"+ Enquete sur les nouveaux besoins, établissement",Experience
14660,"CH Dron, centre de vaccination, Tourcoing",Experience
26248,e Capacité de travailler en équipe,Skills
30203,"Affecté au conditionnement, palettisatio, filmage des produits.",Experience
33117,- Mise en place d une politique commerciale,Experience
5358,FRANCE went.,Experience
12141,Etés 2019 / 2020 /2021,Experience
28135,- Analyse et correction des anomalies liées aux transferts de flux au niveau N2,Experience
8686,AMIENS,Education
5426,¢ Gestion de la caisse,Experience
22261,Année : 2011 Dipléme : Licence 1 Siences Humaines Sociales,Education
4842,e¢ Plan d'action Sport Santé Entreprise au sein du territoire Rhéne-Alpes,Experience
35286,Matieres: Lézard - Evergrain (Veau) - Evercalf -,Experience
36141,> Gestion commerciale administrative et sédentaire,Skills
13889,- 2006-2012 : analyste de marchés chez InVivo a Paris,Experience
25486,d’organisation,Skills
34840,Wordpress CMS,Skills
10241,e@  ENTAUSIOSTIC,Skills
5135,Programmation C et Java,Skills
7768,-gestion du budget,Experience
16621,v¥ Dynamisme,Skills
30536,HRBP International | SANOFI FRANCE,Experience
11082,Baccalauréat série techniques mathématiques (mention bien),Education
14871,- Francais: courant,Skills
36391,. . OO,Education
31856,"boisson, alimentaire sucré et salé, Hygiéne féminine, gros, moyen et",Experience
20742,e Manager une équipe d'opérateurs logistiques dans le souci permanent de la sécurité des personnes,Experience
33241,Leader Price Hirson / 12/2018 - 01/2019,Experience
11416,Avril 2016 au Décembre 2016,Experience
15530,"- ANGLAIS, Bon niveau de DCG",Skills
29924,-  Gérance d’un magasin de 670 m? avec une augmentation du chiffre d’affaire,Experience
19917,techniques,Skills
12418,* Soft skill : Communication,Skills
8713,* Création de zonings et d'arborescences,Experience
26151,e Surveillance vidéo,Skills
16362,Etablissement BOYE (Bordeaux),Experience
14257,KIABI- Champagne au Mont d‘Or,Experience
9598,"Créations de supports de formation (vidéos, outils, infographies...)",Experience
22643,"Y Contréler et mesurer le circuit de charge, circuit de démarrage et accessoires de cabines",Skills
13096,Préparation en tuyauterie industrielle e chaudronnerie,Education
30689,@eo,Skills
10798,Elave Year 9,Education
16511,Secrétaire d'agence,Experience
23531,2013-2018 : Société Randstad,Experience
3198,cE Teele eee tlie lid,Education
4304,client.,Experience
25007,- Améliorer les conditions d’achats dans le respect des objectifs de stock de la société.,Experience
6934,". Thales Avionics Meérignac, FR",Experience
27786,De Décembre 2020 a Avril 2021,Experience
1992,e Maitrise du Pack Office/,Skills
8492,MAITRISE DE L'ANGLAIS NIVEAU B2,Skills
34357,. “assez bien,Education
28857,Négociant en vente de produits et commandes aux professionnels,Experience
16951,CHAUFFEUR LIVRURE COGEPART TRANSPORT DE PRECISION,Experience
12083,e MS OFFICE,Skills
23566,""" Conduites de chariots élévateurs",Experience
