ID,label
3219,Education
26842,Education
22292,Education
21856,Education
22695,Education
36188,Education
1188,Education
6219,Education
32481,Education
19652,Education
1704,Education
25444,Education
31385,Education
5570,Education
12140,Education
24440,Education
12162,Education
29795,Education
14286,Education
30844,Education
29674,Education
35554,Education
11034,Education
32165,Education
31525,Education
15673,Education
6636,Education
12896,Education
20495,Education
11097,Education
27562,Education
34096,Education
3855,Education
36644,Education
13745,Education
11313,Education
6053,Education
36268,Education
22642,Education
37276,Education
11893,Education
15843,Education
26156,Education
15507,Education
25721,Education
17452,Education
330,Education
19557,Education
17963,Education
10091,Education
34477,Education
959,Education
618,Education
33684,Education
9793,Education
4630,Education
36018,Education
16019,Education
37609,Education
24769,Education
31917,Education
22245,Education
26328,Education
12629,Education
29275,Education
16614,Education
36019,Education
6186,Education
1162,Education
4273,Education
23224,Education
22093,Education
20586,Education
11497,Education
1731,Education
8982,Education
12600,Education
8057,Education
29175,Education
7359,Education
15468,Education
20795,Education
9625,Education
21187,Education
12617,Education
3488,Education
21099,Education
8013,Education
24237,Education
24678,Education
16315,Education
34548,Education
14206,Education
12133,Education
9561,Education
18496,Education
11960,Education
5883,Education
23216,Education
36823,Education
25778,Education
10835,Education
9565,Education
24082,Education
22607,Education
8237,Education
20137,Education
3935,Education
1837,Education
4859,Education
23653,Education
28402,Education
31706,Education
27319,Education
34589,Education
21844,Education
31740,Education
28640,Education
33465,Education
2308,Education
30621,Education
2624,Education
3847,Education
8014,Education
29145,Education
28817,Education
27619,Education
21755,Education
17901,Education
14766,Education
33544,Education
11380,Education
8957,Education
8059,Education
20335,Education
8133,Education
2029,Education
31853,Education
11942,Education
17178,Education
13144,Education
11487,Education
34941,Education
6988,Education
2825,Education
16400,Education
10290,Education
3525,Education
17176,Education
17657,Education
14513,Education
18572,Education
25912,Education
32643,Education
21393,Education
9059,Education
6480,Education
20729,Education
29603,Education
20206,Education
35126,Education
7301,Education
10580,Education
6596,Education
26130,Education
2116,Education
19704,Education
22269,Education
28161,Education
4985,Education
31846,Education
19717,Education
33028,Education
6612,Education
24040,Education
10840,Education
20891,Education
2554,Education
35766,Education
36081,Education
5705,Education
20574,Education
35785,Education
28336,Education
12403,Education
27102,Education
27358,Education
27186,Education
1430,Education
16367,Education
21958,Education
30947,Education
27330,Education
13787,Education
21561,Education
3074,Education
926,Education
447,Education
5908,Education
29011,Education
32052,Education
36865,Education
4605,Education
13793,Education
22975,Education
20432,Education
8241,Education
10873,Education
17865,Education
20265,Education
19079,Education
32188,Education
18879,Education
34178,Education
31090,Education
6000,Education
29356,Education
210,Education
31828,Education
23528,Education
15238,Education
30824,Education
5687,Education
19358,Education
13167,Education
32889,Education
17344,Education
23103,Education
20784,Education
1912,Education
19290,Education
26056,Education
15943,Education
31076,Education
14540,Education
36043,Education
22872,Education
7497,Education
12005,Education
15785,Education
32742,Education
13196,Education
2275,Education
32755,Education
10092,Education
10007,Education
16631,Education
3063,Education
5975,Education
5226,Education
29635,Education
6746,Education
21484,Education
37639,Education
26821,Education
9419,Education
36874,Education
8220,Education
7569,Education
31962,Education
22127,Education
26949,Education
14983,Education
30439,Education
4918,Education
13225,Education
3077,Education
7499,Education
31232,Education
20857,Education
25918,Education
36534,Education
624,Education
27036,Education
36926,Education
18527,Education
24777,Education
20397,Education
36627,Education
5018,Education
11550,Education
35475,Education
24975,Education
31524,Education
33202,Education
7775,Education
10448,Education
17419,Education
20302,Education
6897,Education
17236,Education
33273,Education
13028,Education
20755,Education
3018,Education
31462,Education
33891,Education
34923,Education
31610,Education
2531,Education
35108,Education
5667,Education
22314,Education
37492,Education
34746,Education
33740,Education
36964,Education
470,Education
2949,Education
30773,Education
967,Education
31825,Education
4082,Education
428,Education
21499,Education
1911,Education
29385,Education
8054,Education
34453,Education
20197,Education
1303,Education
15771,Education
2043,Education
25909,Education
3263,Education
33988,Education
17859,Education
17837,Education
12649,Education
8038,Education
13812,Education
8317,Education
8223,Education
35944,Education
3245,Education
18703,Education
2730,Education
29874,Education
9712,Education
25430,Education
18362,Education
10741,Education
33387,Education
32570,Education
34973,Education
23037,Education
14851,Education
11921,Education
14778,Education
7475,Education
21911,Education
19498,Education
30549,Education
1395,Education
33824,Education
26768,Education
24529,Education
34250,Education
14320,Education
6657,Education
17936,Education
13250,Education
20768,Education
25458,Education
28682,Education
21443,Education
29137,Education
26371,Education
23990,Education
3732,Education
26779,Education
14499,Education
18468,Education
14505,Education
19793,Education
12494,Education
31798,Education
20112,Education
13792,Education
18568,Education
14886,Education
21257,Education
17882,Education
9826,Education
5342,Education
21981,Education
36490,Education
13725,Education
20395,Education
1253,Education
11963,Education
3416,Education
36481,Education
831,Education
16106,Education
24745,Education
5346,Education
32853,Education
25181,Education
34265,Education
19823,Education
11793,Education
31532,Education
36334,Education
33464,Education
31580,Education
37046,Education
26783,Education
30094,Education
13,Education
23405,Education
23812,Education
312,Education
16823,Education
7998,Education
30273,Education
20000,Education
35774,Education
14399,Education
25967,Education
15364,Education
28208,Education
36696,Education
36649,Education
10183,Education
15320,Education
22289,Education
19884,Education
29313,Education
12594,Education
740,Education
4178,Education
37148,Education
21652,Education
22061,Education
28374,Education
21247,Education
22723,Education
16084,Education
10333,Education
18600,Education
9396,Education
9640,Education
33218,Education
25655,Education
28608,Education
18885,Education
12063,Education
6316,Education
15144,Education
2348,Education
12730,Education
12732,Education
33789,Education
23418,Education
23435,Education
36171,Education
20499,Education
11900,Education
2602,Education
36315,Education
6169,Education
19578,Education
10460,Education
5478,Education
8019,Education
3916,Education
20479,Education
22121,Education
26322,Education
36329,Education
3067,Education
25066,Education
12859,Education
25070,Education
991,Education
3660,Education
13641,Education
22460,Education
22155,Education
10670,Education
18022,Education
29146,Education
31528,Education
23915,Education
28601,Education
37357,Education
30016,Education
6824,Education
10496,Education
30282,Education
23908,Education
26901,Education
18591,Education
28689,Education
24590,Education
32248,Education
33783,Education
26551,Education
6736,Education
25835,Education
16284,Education
15045,Education
34347,Education
33246,Education
13097,Education
4639,Education
532,Education
32634,Education
20018,Education
9366,Education
22824,Education
16300,Education
13459,Education
9061,Education
35715,Education
11990,Education
32612,Education
1427,Education
21001,Education
3619,Education
8184,Education
19176,Education
11732,Education
4981,Education
26066,Education
36773,Education
2135,Education
36170,Education
12422,Education
14344,Education
26000,Education
8285,Education
9681,Education
27554,Education
5809,Education
28519,Education
19927,Education
11216,Education
4449,Education
3785,Education
33164,Education
12757,Education
12146,Education
32845,Education
24915,Education
33421,Education
22945,Education
30528,Education
11524,Education
20348,Education
8725,Education
15778,Education
27531,Education
2635,Education
35001,Education
21897,Education
32914,Education
22939,Education
19671,Education
29581,Education
11895,Education
4855,Education
1426,Education
35887,Education
30838,Education
21830,Education
6206,Education
27677,Education
5749,Education
23609,Education
34368,Education
35053,Education
3418,Education
27455,Education
34473,Education
16235,Education
12539,Education
31464,Education
33727,Education
18734,Education
24227,Education
27080,Education
14840,Education
8358,Education
36317,Education
11671,Education
25501,Education
25661,Education
14552,Education
6573,Education
27515,Education
34290,Education
30546,Education
6442,Education
8574,Education
11674,Education
1876,Education
26906,Education
12220,Education
35921,Education
12761,Education
13688,Education
3928,Education
35798,Education
35894,Education
2207,Education
29765,Education
26009,Education
4559,Education
18195,Education
3979,Education
1092,Education
22198,Education
8476,Education
29479,Education
23146,Education
3226,Education
18632,Education
31712,Education
34432,Education
31671,Education
1732,Education
22845,Education
35226,Education
14583,Education
8928,Education
31790,Education
5325,Education
20956,Education
6072,Education
30919,Education
19295,Education
6418,Education
34830,Education
3154,Education
3000,Education
22798,Education
20568,Education
35814,Education
32302,Education
20845,Education
6267,Education
5128,Education
13353,Education
9289,Education
12783,Education
31869,Education
15576,Education
13774,Education
34868,Education
2743,Education
26967,Education
28860,Education
12781,Education
32365,Education
22651,Education
11642,Education
21986,Education
10644,Education
19947,Education
32084,Education
21425,Education
314,Education
16096,Education
4168,Education
28811,Education
35498,Education
21090,Education
15558,Education
19315,Education
13825,Education
32471,Education
37239,Education
27929,Education
5740,Education
20543,Education
1052,Education
36027,Education
37021,Education
31903,Education
26237,Education
5227,Education
1331,Education
34337,Education
24064,Education
20292,Education
7743,Education
1829,Education
23681,Education
52,Education
14283,Education
23771,Education
26286,Education
27658,Education
21439,Education
29207,Education
1434,Education
13126,Education
308,Education
37158,Education
28705,Education
18502,Education
33319,Education
28736,Education
7974,Education
7474,Education
29269,Education
9383,Education
22311,Education
32383,Education
8147,Education
31069,Education
20248,Education
13701,Education
21211,Education
31054,Education
35545,Education
34562,Education
12066,Education
16942,Education
1796,Education
3425,Education
23026,Education
2814,Education
471,Education
18439,Education
19736,Education
3100,Education
32336,Education
17354,Education
29490,Education
31079,Education
25583,Education
5001,Education
7822,Education
6813,Education
2649,Education
35823,Education
16518,Education
11489,Education
29258,Education
7886,Education
19678,Education
12622,Education
32411,Education
8494,Education
8895,Education
22049,Education
1077,Education
32008,Education
18126,Education
13413,Education
26473,Education
10861,Education
24718,Education
9722,Education
14617,Education
14198,Education
32278,Education
20090,Education
16647,Education
16233,Education
27447,Education
26323,Education
23737,Education
31217,Education
25119,Education
1398,Education
18622,Education
1464,Education
5821,Education
8238,Education
19048,Education
10747,Education
31002,Education
6604,Education
6340,Education
16287,Education
36757,Education
19319,Education
7753,Education
16387,Education
6194,Education
24616,Education
14006,Education
25239,Education
23394,Education
993,Education
8022,Education
36891,Education
96,Education
27950,Education
23054,Education
17021,Education
28056,Education
20163,Education
29981,Education
23628,Education
37268,Education
22712,Education
34977,Education
20887,Education
8037,Education
2189,Education
24100,Education
21963,Education
30363,Education
15276,Education
9517,Education
5357,Education
15208,Education
21819,Education
8116,Education
19986,Education
25319,Education
4292,Education
566,Education
19912,Education
4152,Education
10863,Education
28605,Education
710,Education
28726,Education
1348,Education
35700,Education
9051,Education
31088,Education
37203,Education
14771,Education
4650,Education
20552,Education
1478,Education
23050,Education
23868,Education
8552,Education
15727,Education
22590,Education
501,Education
14044,Education
16641,Education
5215,Education
1423,Education
1588,Education
27905,Education
7724,Education
22169,Education
35695,Education
11919,Education
22636,Education
2448,Education
28080,Education
19926,Education
7241,Education
10263,Education
11326,Education
8124,Education
28575,Education
15334,Education
36198,Education
20712,Education
37002,Education
26360,Education
20240,Education
12250,Education
20179,Education
21710,Education
31107,Education
4970,Education
144,Education
12754,Education
22635,Education
28866,Education
2138,Education
22108,Education
11718,Education
13021,Education
23392,Education
37279,Education
28963,Education
21523,Education
31742,Education
7270,Education
8898,Education
24043,Education
20021,Education
24367,Education
19248,Education
5352,Education
40,Education
7029,Education
22137,Education
7581,Education
11192,Education
5916,Education
21027,Education
13911,Education
31139,Education
31572,Education
7817,Education
36575,Education
17462,Education
2266,Education
17382,Education
9206,Education
21084,Education
25252,Education
24655,Education
23883,Education
30230,Education
10198,Education
3673,Education
30265,Education
30503,Education
2867,Education
27863,Education
25626,Education
35620,Education
10536,Education
33573,Education
5343,Education
2133,Education
32678,Education
6735,Education
34648,Education
26451,Education
36215,Education
30555,Education
11592,Education
35291,Education
9606,Education
13420,Education
1090,Education
27401,Education
36463,Education
30679,Education
33092,Education
5874,Education
34949,Education
13070,Education
19629,Education
14433,Education
6946,Education
28540,Education
26346,Education
12890,Education
8388,Education
28474,Education
22046,Education
24257,Education
8475,Education
18465,Education
36899,Education
15188,Education
28013,Education
10480,Education
1402,Education
25769,Education
27686,Education
35845,Education
8293,Education
37397,Education
16140,Education
16889,Education
14095,Education
10506,Education
29251,Education
7827,Education
8318,Education
11617,Education
18494,Education
28252,Education
17554,Education
18382,Education
36599,Education
12492,Education
18986,Education
19813,Education
21547,Education
21872,Education
1784,Education
16966,Education
9154,Education
28728,Education
15211,Education
32400,Education
37010,Education
20453,Education
7571,Education
7792,Education
12223,Education
6046,Education
27494,Education
29417,Education
1418,Education
27647,Education
33786,Education
10008,Education
5991,Education
25029,Education
29621,Education
9042,Education
21525,Education
18930,Education
7755,Education
24333,Education
11626,Education
4347,Education
18458,Education
19852,Education
27630,Education
21541,Education
35626,Education
37171,Education
30387,Education
20816,Education
18424,Education
13916,Education
6646,Education
11449,Education
15644,Education
36701,Education
9288,Education
26812,Education
15944,Education
2445,Education
8729,Education
1412,Education
33994,Education
31936,Education
4543,Education
21276,Education
29970,Education
11072,Education
25621,Education
1993,Education
8975,Education
33371,Education
8406,Education
9382,Education
25210,Education
27899,Education
30337,Education
7592,Education
5707,Education
14764,Education
10062,Education
15621,Education
4420,Education
34920,Education
8840,Education
23069,Education
17381,Education
21018,Education
34573,Education
19826,Education
12895,Education
25911,Education
8047,Education
14948,Education
24776,Education
21160,Education
9087,Education
18661,Education
18956,Education
24560,Education
1882,Education
26348,Education
12678,Education
14907,Education
30747,Education
2277,Education
11099,Education
36480,Education
25813,Education
18184,Education
18765,Education
12978,Education
20352,Education
20847,Education
18345,Education
18124,Education
1707,Education
14649,Education
5843,Education
4455,Education
27813,Education
26556,Education
5488,Education
31891,Education
19857,Education
15497,Education
17024,Education
596,Education
17876,Education
7388,Education
7984,Education
9480,Education
15670,Education
24910,Education
3780,Education
14987,Education
3128,Education
10628,Education
5160,Education
31544,Education
6847,Education
15743,Education
31665,Education
5757,Education
15983,Education
34267,Education
28791,Education
23210,Education
35614,Education
21242,Education
28165,Education
20745,Education
3102,Education
3049,Education
28863,Education
11641,Education
19767,Education
26951,Education
30050,Education
18659,Education
19191,Education
23504,Education
27664,Education
17431,Education
186,Education
16317,Education
10453,Education
24814,Education
2772,Education
28039,Education
26620,Education
31711,Education
28458,Education
29718,Education
24213,Education
27558,Education
18396,Education
29278,Education
10405,Education
647,Education
1270,Education
23846,Education
733,Education
13458,Education
34147,Education
6432,Education
22682,Education
9737,Education
3938,Education
15865,Education
165,Education
18216,Education
16860,Education
19458,Education
14881,Education
8362,Education
35388,Education
35723,Education
31210,Education
22020,Education
16887,Education
22862,Education
25203,Education
8639,Education
30000,Education
10709,Education
16853,Education
1801,Education
17034,Education
24593,Education
9809,Education
21102,Education
28962,Education
35149,Education
16483,Education
33643,Education
16790,Education
24946,Education
23921,Education
23622,Education
15246,Education
2312,Education
12135,Education
33027,Education
25677,Education
22026,Education
8602,Education
37014,Education
27195,Education
19647,Education
4241,Education
22003,Education
36036,Education
14128,Education
32466,Education
3914,Education
11751,Education
37147,Education
2915,Education
19573,Education
35765,Education
10250,Education
26929,Education
16272,Education
5551,Education
8871,Education
499,Education
14803,Education
8919,Education
36109,Education
34266,Education
28137,Education
3930,Education
4740,Education
3818,Education
4998,Education
29903,Education
22594,Education
22981,Education
24744,Education
19126,Education
25110,Education
