Id,Activity
CHEMBL4857477_1,active
CHEMBL438440_1,active
CHEMBL3604205_1,active
CHEMBL542237_1,active
CHEMBL329183_1,active
CHEMBL3288526_1,active
CHEMBL4064475_1,active
CHEMBL4640686_1,active
CHEMBL307062_1,active
CHEMBL168425_1,active
CHEMBL1241944_1,active
CHEMBL3098319_1,active
CHEMBL291979_1,active
CHEMBL1276179_1,active
CHEMBL3763701_1,active
CHEMBL3325480_1,active
CHEMBL4162530_1,active
CHEMBL3344218_1,active
CHEMBL1641993_1,active
CHEMBL3758758_1,active
CHEMBL3297891_1,active
CHEMBL338114_1,active
CHEMBL2070193_1,active
CHEMBL1958027_1,active
CHEMBL214487_1,active
CHEMBL603266_1,active
CHEMBL474347_1,active
CHEMBL1173789_1,active
CHEMBL64459_1,active
CHEMBL3622641_1,active
CHEMBL4534715_1,active
CHEMBL4468893_1,active
CHEMBL2347973_1,active
CHEMBL204570_1,active
CHEMBL1093815_1,active
CHEMBL4061645_1,active
CHEMBL1242028_1,active
CHEMBL1257912_1,active
CHEMBL1095154_1,active
CHEMBL398793_1,active
CHEMBL1910271_1,active
CHEMBL3814211_1,active
CHEMBL230232_1,active
CHEMBL122182_1,active
CHEMBL3746473_1,active
CHEMBL2032379_1,active
CHEMBL497563_1,active
CHEMBL583403_1,active
CHEMBL3775393_1,active
CHEMBL3965994_1,active
CHEMBL300936_1,active
CHEMBL483532_1,active
CHEMBL3425667_1,active
CHEMBL3758351_1,active
CHEMBL94431_1,active
CHEMBL58142_1,active
CHEMBL57631_1,active
CHEMBL515598_1,active
CHEMBL3263965_1,active
CHEMBL4105329_1,active
CHEMBL4168235_1,active
CHEMBL2324870_1,active
CHEMBL455428_1,active
CHEMBL3759963_1,active
CHEMBL1934631_1,active
CHEMBL178265_1,active
CHEMBL2385960_1,active
CHEMBL1830275_1,active
CHEMBL326095_1,active
CHEMBL4440618_1,active
CHEMBL4527715_1,active
CHEMBL3263967_1,active
CHEMBL381541_1,active
CHEMBL3911796_1,active
CHEMBL460746_1,active
CHEMBL2425089_1,active
CHEMBL110035_1,active
CHEMBL596736_1,active
CHEMBL4530686_1,active
CHEMBL3325476_1,active
CHEMBL4211322_1,active
CHEMBL1241684_1,active
CHEMBL95774_1,active
CHEMBL3918367_1,active
CHEMBL163168_1,active
CHEMBL2424804_1,active
CHEMBL2018745_1,active
CHEMBL474143_1,active
CHEMBL4241486_1,active
CHEMBL1828883_1,active
CHEMBL120564_1,active
CHEMBL169200_1,active
CHEMBL3612594_1,active
CHEMBL4079649_1,active
CHEMBL485283_1,active
CHEMBL4758761_1,active
CHEMBL69820_1,active
CHEMBL4551557_1,active
CHEMBL287289_1,active
CHEMBL473436_1,active
CHEMBL4103464_1,active
CHEMBL3912361_1,active
CHEMBL495617_1,active
CHEMBL4209019_1,active
CHEMBL4454516_1,active
CHEMBL4100647_1,active
CHEMBL497803_1,active
CHEMBL162821_1,active
CHEMBL2029441_1,active
CHEMBL3786858_1,active
CHEMBL4093766_1,active
CHEMBL3416612_1,active
CHEMBL4171764_1,active
CHEMBL1952211_1,active
CHEMBL306029_1,active
CHEMBL4516586_1,active
CHEMBL208358_1,active
CHEMBL165864_1,active
CHEMBL386456_1,active
CHEMBL298931_1,active
CHEMBL3092299_1,active
CHEMBL497863_1,active
CHEMBL133147_1,active
CHEMBL207037_1,active
CHEMBL3651854_1,active
CHEMBL4086869_1,active
CHEMBL57471_1,active
CHEMBL3353410_1,active
CHEMBL4648924_1,active
CHEMBL2048909_1,active
CHEMBL1830257_1,active
CHEMBL4092632_1,active
CHEMBL514566_1,active
CHEMBL303144_1,active
CHEMBL1630117_1,active
CHEMBL3963403_1,active
CHEMBL126996_1,active
CHEMBL3604926_1,active
CHEMBL341459_1,active
CHEMBL3961202_1,active
CHEMBL598163_1,active
CHEMBL154969_1,active
CHEMBL170438_1,active
CHEMBL3623289_1,active
CHEMBL4476772_1,active
CHEMBL422540_1,active
CHEMBL4559065_1,active
CHEMBL497697_1,active
CHEMBL3774396_1,active
CHEMBL4563683_1,active
CHEMBL4071463_1,active
CHEMBL382822_1,active
CHEMBL202424_1,active
CHEMBL472743_1,active
CHEMBL345211_1,active
CHEMBL2047241_1,active
CHEMBL3357653_1,active
CHEMBL1958023_1,active
CHEMBL510499_1,active
CHEMBL327023_1,active
CHEMBL207235_1,active
CHEMBL510730_1,active
CHEMBL446633_1,active
CHEMBL4851795_1,active
CHEMBL483313_1,active
CHEMBL255656_1,active
CHEMBL114728_1,active
CHEMBL2047245_1,active
CHEMBL4216784_1,active
CHEMBL4284684_1,active
CHEMBL3633939_1,active
CHEMBL4288246_1,active
CHEMBL1242750_1,active
CHEMBL4068814_1,active
CHEMBL3357648_1,active
CHEMBL3237935_1,active
CHEMBL4074248_1,active
CHEMBL1242029_1,active
CHEMBL210444_1,active
CHEMBL234772_1,active
CHEMBL402339_1,active
CHEMBL3774926_1,active
CHEMBL2424801_1,active
CHEMBL4085457_1,active
CHEMBL68258_1,active
CHEMBL267869_1,active
CHEMBL82640_1,active
CHEMBL1240566_1,active
CHEMBL175840_1,active
CHEMBL143899_1,active
CHEMBL144632_1,active
CHEMBL1956891_1,active
CHEMBL3900264_1,active
CHEMBL14932_1,active
CHEMBL405772_1,active
CHEMBL4525935_1,active
CHEMBL1093486_1,active
CHEMBL3604915_1,active
CHEMBL4104658_1,active
CHEMBL606027_1,active
CHEMBL3234742_1,active
CHEMBL3754213_1,active
CHEMBL109525_1,active
CHEMBL4586164_1,active
CHEMBL455174_1,active
CHEMBL4096021_1,active
CHEMBL3237930_1,active
CHEMBL1170278_1,active
CHEMBL4436563_1,active
CHEMBL419650_1,active
CHEMBL3739587_1,active
CHEMBL4779681_1,active
CHEMBL3828021_1,active
CHEMBL4081698_1,active
CHEMBL299893_1,active
CHEMBL4245415_1,active
CHEMBL3355880_1,active
CHEMBL1203939_1,active
CHEMBL275638_1,active
CHEMBL437879_1,active
CHEMBL4554486_1,active
CHEMBL244948_1,active
CHEMBL4168254_1,active
CHEMBL52823_1,active
CHEMBL489146_1,active
CHEMBL4462971_1,active
CHEMBL605161_1,active
CHEMBL360190_1,active
CHEMBL398388_1,active
CHEMBL131921_1,active
CHEMBL4071180_1,active
CHEMBL3098318_1,active
CHEMBL4849337_1,active
CHEMBL1683972_1,active
CHEMBL304929_1,active
CHEMBL1821872_1,active
CHEMBL360979_1,active
CHEMBL62701_1,active
CHEMBL540068_1,active
CHEMBL360780_1,active
CHEMBL1242294_1,active
CHEMBL3822972_1,active
CHEMBL293090_1,active
CHEMBL3746642_1,active
CHEMBL2347969_1,active
CHEMBL3040861_1,active
CHEMBL4165894_1,active
CHEMBL4103121_1,active
CHEMBL4476689_1,active
CHEMBL4215164_1,active
CHEMBL602728_1,active
CHEMBL3985086_1,active
CHEMBL3751976_1,active
CHEMBL2437466_1,active
CHEMBL180175_1,active
CHEMBL328691_1,active
CHEMBL2011291_1,active
CHEMBL2148044_1,active
CHEMBL939_1,active
CHEMBL4100777_1,active
CHEMBL419022_1,active
CHEMBL67_1,active
CHEMBL4534592_1,active
CHEMBL593221_1,active
CHEMBL2031305_1,active
CHEMBL1934627_1,active
CHEMBL9470_1,active
CHEMBL4521381_1,active
CHEMBL432903_1,active
CHEMBL353823_1,active
CHEMBL4855080_1,active
CHEMBL309765_1,active
CHEMBL4217913_1,active
CHEMBL136491_1,active
CHEMBL179310_1,active
CHEMBL3604929_1,active
CHEMBL4861796_1,active
CHEMBL112422_1,active
CHEMBL142611_1,active
CHEMBL3775538_1,active
CHEMBL4462528_1,active
CHEMBL48384_1,active
CHEMBL4225781_1,active
CHEMBL113185_1,active
CHEMBL3233772_1,active
CHEMBL452717_1,active
CHEMBL113863_1,active
CHEMBL347282_1,active
CHEMBL4062543_1,active
CHEMBL1242286_1,active
CHEMBL135142_1,active
CHEMBL505970_1,active
CHEMBL241989_1,active
CHEMBL533849_1,active
CHEMBL4458437_1,active
CHEMBL66008_1,active
CHEMBL466412_1,active
CHEMBL3357646_1,active
CHEMBL491686_1,active
CHEMBL3355874_1,active
CHEMBL334697_1,active
CHEMBL69585_1,active
CHEMBL2031302_1,active
CHEMBL323660_1,active
CHEMBL91250_1,active
CHEMBL462160_1,active
CHEMBL3623284_1,active
CHEMBL3622652_1,active
CHEMBL355330_1,active
CHEMBL480356_1,active
CHEMBL249511_1,active
CHEMBL2347231_1,active
CHEMBL3594105_1,active
CHEMBL1172803_1,active
CHEMBL3759369_1,active
CHEMBL1828882_1,active
CHEMBL131407_1,active
CHEMBL76589_1,active
CHEMBL604483_1,active
CHEMBL4214040_1,active
CHEMBL3759754_1,active
CHEMBL3287898_1,active
CHEMBL3948354_1,active
CHEMBL4090582_1,active
CHEMBL192737_1,active
CHEMBL270921_1,active
CHEMBL354521_1,active
CHEMBL1683953_1,active
CHEMBL312818_1,active
CHEMBL3604936_1,active
CHEMBL4077956_1,active
CHEMBL247710_1,active
CHEMBL4441037_1,active
CHEMBL267019_1,active
CHEMBL268868_1,active
CHEMBL1241949_1,active
CHEMBL113985_1,active
CHEMBL3628795_1,active
CHEMBL117710_1,active
CHEMBL122068_1,active
CHEMBL551064_1,active
CHEMBL3586174_1,active
CHEMBL599388_1,active
CHEMBL514499_1,active
CHEMBL2179119_1,active
CHEMBL190984_1,active
CHEMBL3234737_1,active
CHEMBL3923650_1,active
CHEMBL168555_1,active
CHEMBL145266_1,active
CHEMBL3753011_1,active
CHEMBL4067855_1,active
CHEMBL1812564_1,active
CHEMBL117804_1,active
CHEMBL4093114_1,active
CHEMBL472746_1,active
CHEMBL3263964_1,active
CHEMBL32844_1,active
CHEMBL4435619_1,active
CHEMBL3759459_1,active
CHEMBL3325474_1,active
CHEMBL1173319_1,active
CHEMBL4077123_1,active
CHEMBL4443342_1,active
CHEMBL4793053_1,active
CHEMBL1761929_1,active
CHEMBL4085842_1,active
CHEMBL517585_1,active
CHEMBL3545311_1,active
CHEMBL3739528_1,active
CHEMBL4082764_1,active
CHEMBL4066845_1,active
CHEMBL204965_1,active
CHEMBL4462332_1,active
CHEMBL4207750_1,active
CHEMBL435054_1,active
CHEMBL4126810_1,active
CHEMBL3968039_1,active
CHEMBL4286733_1,active
CHEMBL1203936_1,active
CHEMBL2031301_1,active
CHEMBL1173814_1,active
CHEMBL1090358_1,active
CHEMBL592210_1,active
CHEMBL491083_1,active
CHEMBL77085_1,active
CHEMBL3899132_1,active
CHEMBL514938_1,active
CHEMBL202162_1,active
CHEMBL127041_1,active
CHEMBL460722_1,active
CHEMBL1788321_1,active
CHEMBL2283245_1,active
CHEMBL202411_1,active
CHEMBL391675_1,active
CHEMBL2087361_1,active
CHEMBL1929555_1,active
CHEMBL485320_1,active
CHEMBL2312304_1,active
CHEMBL521470_1,active
CHEMBL505637_1,active
CHEMBL4065503_1,active
CHEMBL4092788_1,active
CHEMBL3908272_1,active
CHEMBL3798658_1,active
CHEMBL136674_1,active
CHEMBL1093235_1,active
CHEMBL1242567_1,active
CHEMBL317925_1,active
CHEMBL424252_1,active
CHEMBL4073285_1,active
CHEMBL1242034_1,active
CHEMBL3759884_1,active
CHEMBL4102179_1,active
CHEMBL474342_1,active
CHEMBL1830267_1,active
CHEMBL4280749_1,active
CHEMBL281990_1,active
CHEMBL511637_1,active
CHEMBL1958026_1,active
CHEMBL1243346_1,active
CHEMBL473437_1,active
CHEMBL1243345_1,active
CHEMBL4434788_1,active
CHEMBL4282460_1,active
CHEMBL121708_1,active
CHEMBL3604924_1,active
CHEMBL431001_1,active
CHEMBL4442732_1,active
CHEMBL328704_1,active
CHEMBL197568_1,active
CHEMBL318736_1,active
CHEMBL479800_1,active
CHEMBL204085_1,active
CHEMBL53898_1,active
CHEMBL1097743_1,active
CHEMBL1761939_1,active
CHEMBL245869_1,active
CHEMBL2031310_1,active
CHEMBL119982_1,active
CHEMBL3416592_1,active
CHEMBL2441273_1,active
CHEMBL3759724_1,active
CHEMBL3903713_1,active
CHEMBL2385991_1,active
CHEMBL1928960_1,active
CHEMBL1983268_1,active
CHEMBL3891846_1,active
CHEMBL2419669_1,active
CHEMBL4571687_1,active
CHEMBL3604927_1,active
CHEMBL2385970_1,active
CHEMBL1242844_1,active
CHEMBL3612599_1,active
CHEMBL304668_1,active
CHEMBL543362_1,active
CHEMBL3814878_1,active
CHEMBL1928947_1,active
CHEMBL4106341_1,active
CHEMBL4074601_1,active
CHEMBL3925584_1,active
CHEMBL1914673_1,active
CHEMBL77342_1,active
CHEMBL4789796_1,active
CHEMBL2047247_1,active
CHEMBL2347964_1,active
CHEMBL109625_1,active
CHEMBL3622671_1,active
CHEMBL2425092_1,active
CHEMBL4448691_1,active
CHEMBL483233_1,active
CHEMBL333851_1,active
CHEMBL3806170_1,active
CHEMBL1277162_1,active
CHEMBL3960911_1,active
CHEMBL393264_1,active
CHEMBL604671_1,active
CHEMBL398963_1,active
CHEMBL191003_1,active
CHEMBL372293_1,active
CHEMBL4089588_1,active
CHEMBL443171_1,active
CHEMBL1958215_1,active
CHEMBL1241775_1,active
CHEMBL2018762_1,active
CHEMBL3622619_1,active
CHEMBL541334_1,active
CHEMBL141175_1,active
CHEMBL328879_1,active
CHEMBL4535949_1,active
CHEMBL3734988_1,active
CHEMBL3092303_1,active
CHEMBL1242030_1,active
CHEMBL4747893_1,active
CHEMBL591897_1,active
CHEMBL213618_1,active
CHEMBL437612_1,active
CHEMBL328216_1,active
CHEMBL3758802_1,active
CHEMBL1947045_1,active
CHEMBL4102288_1,active
CHEMBL2333164_1,active
CHEMBL4202955_1,active
CHEMBL2047250_1,active
CHEMBL4451538_1,active
CHEMBL596754_1,active
CHEMBL3608431_1,active
CHEMBL522785_1,active
CHEMBL2283252_1,active
CHEMBL4791195_1,active
CHEMBL150151_1,active
CHEMBL554983_1,active
CHEMBL4091626_1,active
CHEMBL65250_1,active
CHEMBL2347974_1,active
CHEMBL3358966_1,active
CHEMBL1242470_1,active
CHEMBL2385964_1,active
CHEMBL160303_1,active
CHEMBL3353403_1,active
CHEMBL1173794_1,active
CHEMBL474431_1,active
CHEMBL4763315_1,active
CHEMBL2424795_1,active
CHEMBL3221542_1,active
CHEMBL441335_1,active
CHEMBL352589_1,active
CHEMBL4066504_1,active
CHEMBL3234865_1,active
CHEMBL113023_1,active
CHEMBL3263969_1,active
CHEMBL4286241_1,active
CHEMBL2204532_1,active
CHEMBL379041_1,active
CHEMBL327838_1,active
CHEMBL505626_1,active
CHEMBL474524_1,active
CHEMBL2333991_1,active
CHEMBL1173813_1,active
CHEMBL1630107_1,active
CHEMBL606362_1,active
CHEMBL329367_1,active
CHEMBL329856_1,active
CHEMBL89646_1,active
CHEMBL1934327_1,active
CHEMBL592481_1,active
CHEMBL3360603_1,active
CHEMBL3765425_1,active
CHEMBL57712_1,active
CHEMBL3233791_1,active
CHEMBL4279863_1,active
CHEMBL153739_1,active
CHEMBL349322_1,active
CHEMBL2148045_1,active
CHEMBL4791756_1,active
CHEMBL3416630_1,active
CHEMBL2448064_1,active
CHEMBL245798_1,active
CHEMBL1910278_1,active
CHEMBL3623375_1,active
CHEMBL4227210_1,active
CHEMBL3622623_1,active
CHEMBL3325478_1,active
CHEMBL1630112_1,active
CHEMBL407591_1,active
CHEMBL3962365_1,active
CHEMBL3085378_1,active
CHEMBL4569552_1,active
CHEMBL501618_1,active
CHEMBL382862_1,active
CHEMBL484316_1,active
CHEMBL3233787_1,active
CHEMBL4103370_1,active
CHEMBL4069003_1,active
CHEMBL3234749_1,active
CHEMBL2385967_1,active
CHEMBL370934_1,active
CHEMBL123046_1,active
CHEMBL3233774_1,active
CHEMBL1956885_1,active
CHEMBL594320_1,active
CHEMBL4202409_1,active
CHEMBL256362_1,active
CHEMBL1928951_1,active
CHEMBL544067_1,active
CHEMBL402011_1,active
CHEMBL3945555_1,active
CHEMBL176199_1,active
CHEMBL301359_1,active
CHEMBL593245_1,active
CHEMBL1242377_1,active
CHEMBL475599_1,active
CHEMBL346863_1,active
CHEMBL2426286_1,active
CHEMBL4446326_1,active
CHEMBL2335016_1,active
CHEMBL3939588_1,active
CHEMBL1082230_1,active
CHEMBL45827_1,active
CHEMBL4744536_1,active
CHEMBL2029692_1,active
CHEMBL4752492_1,active
CHEMBL4857605_1,active
CHEMBL3403513_1,active
CHEMBL74481_1,active
CHEMBL4074782_1,active
CHEMBL4104717_1,active
CHEMBL122522_1,active
CHEMBL3237945_1,active
CHEMBL1929312_1,active
CHEMBL137534_1,active
CHEMBL4753008_1,active
CHEMBL236383_1,active
CHEMBL451074_1,active
CHEMBL1242852_1,active
CHEMBL357570_1,active
CHEMBL4635100_1,active
CHEMBL111365_1,active
CHEMBL3612568_1,active
CHEMBL1910269_1,active
CHEMBL1929314_1,active
CHEMBL381306_1,active
CHEMBL266255_1,active
CHEMBL3804868_1,active
CHEMBL542733_1,active
CHEMBL3815045_1,active
CHEMBL340898_1,active
CHEMBL4749501_1,active
CHEMBL461139_1,active
CHEMBL4635625_1,active
CHEMBL4762397_1,active
CHEMBL1822061_1,active
CHEMBL73402_1,active
CHEMBL4076602_1,active
CHEMBL14874_1,active
CHEMBL2425736_1,active
CHEMBL461109_1,active
CHEMBL287022_1,active
CHEMBL1813632_1,active
CHEMBL1077107_1,active
CHEMBL13629_1,active
CHEMBL3114698_1,active
CHEMBL3297958_1,active
CHEMBL2048793_1,active
CHEMBL179521_1,active
CHEMBL212251_1,active
CHEMBL57690_1,active
CHEMBL445572_1,active
CHEMBL2448067_1,active
CHEMBL453378_1,active
CHEMBL162223_1,active
CHEMBL591495_1,active
CHEMBL3221266_1,active
CHEMBL51228_1,active
CHEMBL391779_1,active
CHEMBL76444_1,active
CHEMBL4444312_1,active
CHEMBL179766_1,active
CHEMBL4446953_1,active
CHEMBL225929_1,active
CHEMBL4286943_1,active
CHEMBL2325093_1,active
CHEMBL2312303_1,active
CHEMBL1934630_1,active
CHEMBL490266_1,active
CHEMBL68920_1,active
CHEMBL79621_1,active
CHEMBL497804_1,active
CHEMBL3917657_1,active
CHEMBL3774609_1,active
CHEMBL221959_1,active
CHEMBL1242657_1,active
CHEMBL1821891_1,active
CHEMBL3087206_1,active
CHEMBL1645475_1,active
CHEMBL1630116_1,active
CHEMBL3828269_1,active
CHEMBL4554092_1,active
CHEMBL2018774_1,active
CHEMBL591213_1,active
CHEMBL1271507_1,active
CHEMBL4646281_1,active
CHEMBL4744138_1,active
CHEMBL314029_1,active
CHEMBL331792_1,active
CHEMBL4463012_1,active
CHEMBL68423_1,active
CHEMBL1242482_1,active
CHEMBL1241860_1,active
CHEMBL55748_1,active
CHEMBL247711_1,active
CHEMBL4863294_1,active
CHEMBL329672_1,active
CHEMBL80809_1,active
CHEMBL4066170_1,active
CHEMBL104244_1,active
CHEMBL245867_1,active
CHEMBL2385986_1,active
CHEMBL3928512_1,active
CHEMBL308582_1,active
CHEMBL3741424_1,active
CHEMBL58580_1,active
CHEMBL4750375_1,active
CHEMBL4796130_1,active
CHEMBL2018880_1,active
CHEMBL2018883_1,active
CHEMBL1683954_1,active
CHEMBL161895_1,active
CHEMBL571809_1,active
CHEMBL3742060_1,active
CHEMBL2316146_1,active
CHEMBL56266_1,active
CHEMBL4762998_1,active
CHEMBL303127_1,active
CHEMBL32079_1,active
CHEMBL4098507_1,active
CHEMBL3360604_1,active
CHEMBL1094423_1,active
CHEMBL360958_1,active
CHEMBL3622630_1,active
CHEMBL2316142_1,active
CHEMBL128001_1,active
CHEMBL1242026_1,active
CHEMBL4166210_1,active
CHEMBL4228176_1,active
CHEMBL1946843_1,active
CHEMBL4465103_1,active
CHEMBL3297896_1,active
CHEMBL3622643_1,active
CHEMBL1087440_1,active
CHEMBL1944927_1,active
CHEMBL3325477_1,active
CHEMBL152984_1,active
CHEMBL53753_1,active
CHEMBL4582933_1,active
CHEMBL154580_1,active
CHEMBL4210550_1,active
CHEMBL1958210_1,active
CHEMBL4126654_1,active
CHEMBL31588_1,active
CHEMBL328244_1,active
CHEMBL2205025_1,active
CHEMBL233325_1,active
CHEMBL4784185_1,active
CHEMBL3939771_1,active
CHEMBL474561_1,active
CHEMBL56964_1,active
CHEMBL2262408_1,active
CHEMBL474147_1,active
CHEMBL194349_1,active
CHEMBL592004_1,active
CHEMBL3946811_1,active
CHEMBL4080720_1,active
CHEMBL4067871_1,active
CHEMBL2347959_1,active
CHEMBL4873392_1,active
CHEMBL4081860_1,active
CHEMBL205045_1,active
CHEMBL593905_1,active
CHEMBL3623283_1,active
CHEMBL3216254_1,active
CHEMBL4291608_1,active
CHEMBL49350_1,active
CHEMBL2029425_1,active
CHEMBL3805039_1,active
CHEMBL4797395_1,active
CHEMBL3926191_1,active
CHEMBL2031296_1,active
CHEMBL2442324_1,active
CHEMBL3956430_1,active
CHEMBL246276_1,active
CHEMBL4562352_1,active
CHEMBL602645_1,active
CHEMBL4783948_1,active
CHEMBL4294211_1,active
CHEMBL495979_1,active
CHEMBL114593_1,active
CHEMBL2403108_1,active
CHEMBL2426248_1,active
CHEMBL4062617_1,active
CHEMBL2385971_1,active
CHEMBL130117_1,active
CHEMBL520144_1,active
CHEMBL336264_1,active
CHEMBL248864_1,active
CHEMBL1242385_1,active
CHEMBL3805236_1,active
CHEMBL175492_1,active
CHEMBL364576_1,active
CHEMBL4759031_1,active
CHEMBL66409_1,active
CHEMBL4060919_1,active
CHEMBL55729_1,active
CHEMBL3219504_1,active
CHEMBL85403_1,active
CHEMBL4786776_1,active
CHEMBL4469453_1,active
CHEMBL56393_1,active
CHEMBL8271_1,active
CHEMBL508481_1,active
CHEMBL93302_1,active
CHEMBL214689_1,active
CHEMBL115745_1,active
CHEMBL76432_1,active
CHEMBL4072833_1,active
CHEMBL4087383_1,active
CHEMBL338662_1,active
CHEMBL4442035_1,active
CHEMBL325245_1,active
CHEMBL212250_1,active
CHEMBL4516287_1,active
CHEMBL39811_1,active
CHEMBL2029431_1,active
CHEMBL3087195_1,active
CHEMBL4207316_1,active
CHEMBL2426288_1,active
CHEMBL202721_1,active
CHEMBL3910361_1,active
CHEMBL1934625_1,active
CHEMBL1817964_1,active
CHEMBL3416629_1,active
CHEMBL299707_1,active
CHEMBL3925959_1,active
CHEMBL3221553_1,active
CHEMBL3416614_1,active
CHEMBL3353409_1,active
CHEMBL352801_1,active
CHEMBL3416621_1,active
CHEMBL1272006_1,active
CHEMBL4751085_1,active
CHEMBL129824_1,active
CHEMBL1241484_1,active
CHEMBL225720_1,active
CHEMBL4453748_1,active
CHEMBL1645466_1,active
CHEMBL270966_1,active
CHEMBL469997_1,active
CHEMBL143968_1,active
CHEMBL4281393_1,active
CHEMBL4073960_1,active
CHEMBL1099339_1,active
CHEMBL99024_1,active
CHEMBL4068695_1,active
CHEMBL62756_1,active
CHEMBL4755698_1,active
CHEMBL1242288_1,active
CHEMBL1683958_1,active
CHEMBL103667_1,active
CHEMBL1241676_1,active
CHEMBL574058_1,active
CHEMBL309276_1,active
CHEMBL385471_1,active
CHEMBL4285894_1,active
CHEMBL4215397_1,active
CHEMBL296407_1,active
CHEMBL4129781_1,active
CHEMBL127082_1,active
CHEMBL4059610_1,active
CHEMBL76599_1,active
CHEMBL117055_1,active
CHEMBL3633941_1,active
CHEMBL4449589_1,active
CHEMBL4638194_1,active
CHEMBL207718_1,active
CHEMBL1642655_1,active
CHEMBL3087204_1,active
CHEMBL7339_1,active
CHEMBL4224932_1,active
CHEMBL3808884_1,active
CHEMBL4094527_1,active
CHEMBL510845_1,active
CHEMBL179274_1,active
CHEMBL3216699_1,active
CHEMBL4060320_1,active
CHEMBL4463634_1,active
CHEMBL4077228_1,active
CHEMBL1830269_1,active
CHEMBL380669_1,active
CHEMBL3085380_1,active
CHEMBL161226_1,active
CHEMBL3085381_1,active
CHEMBL165547_1,active
CHEMBL377772_1,active
CHEMBL4520103_1,active
CHEMBL168382_1,active
CHEMBL315701_1,active
CHEMBL3633141_1,active
CHEMBL75718_1,active
CHEMBL293250_1,active
CHEMBL3633143_1,active
CHEMBL4077349_1,active
CHEMBL598610_1,active
CHEMBL4283823_1,active
CHEMBL3092321_1,active
CHEMBL110036_1,active
CHEMBL4540303_1,active
CHEMBL3763757_1,active
CHEMBL24979_1,active
CHEMBL373025_1,active
CHEMBL434720_1,active
CHEMBL310798_1,active
CHEMBL4286871_1,active
CHEMBL67057_1,active
CHEMBL418906_1,active
CHEMBL4078914_1,active
CHEMBL209818_1,active
CHEMBL1242285_1,active
CHEMBL1242203_1,active
CHEMBL1947123_1,active
CHEMBL4778502_1,active
CHEMBL21078_1,active
CHEMBL4760328_1,active
CHEMBL21263_1,active
CHEMBL2105719_1,active
CHEMBL3916436_1,active
CHEMBL4757145_1,active
CHEMBL3217993_1,active
CHEMBL592141_1,active
CHEMBL4527132_1,active
CHEMBL206280_1,active
CHEMBL2437462_1,active
CHEMBL4470120_1,active
CHEMBL4080555_1,active
CHEMBL67170_1,active
CHEMBL3416603_1,active
CHEMBL2047029_1,active
CHEMBL1812561_1,active
CHEMBL4175024_1,active
CHEMBL4086821_1,active
CHEMBL103014_1,active
CHEMBL1828871_1,active
CHEMBL3098326_1,active
CHEMBL275117_1,active
CHEMBL323970_1,active
CHEMBL441518_1,active
CHEMBL3416633_1,active
CHEMBL2316143_1,active
CHEMBL1242476_1,active
CHEMBL1761934_1,active
CHEMBL4437943_1,active
CHEMBL4783569_1,active
CHEMBL156555_1,active
CHEMBL3934034_1,active
CHEMBL54091_1,active
CHEMBL516487_1,active
CHEMBL3962032_1,active
CHEMBL25425_1,active
CHEMBL407534_1,active
CHEMBL1914461_1,active
CHEMBL2029428_1,active
CHEMBL3950549_1,active
CHEMBL4546553_1,active
CHEMBL606466_1,active
